url,locode,name,subdiv,iso2,country_id
https://service.unece.org/trade/locode/ao.htm,AOSOQ,Soyo-Quinfuquena Terminal,,AO,7
https://service.unece.org/trade/locode/ao.htm,AONDD,Sumbe,,AO,7
https://service.unece.org/trade/locode/ao.htm,AOTAK,Takula Terminal,,AO,7
https://service.unece.org/trade/locode/ao.htm,AOUGO,UÃ­ge,,AO,7
https://service.unece.org/trade/locode/ao.htm,AOVNA,Viana,LUA,AO,7
https://service.unece.org/trade/locode/ao.htm,AOCEO,Waku Kungo,,AO,7
https://service.unece.org/trade/locode/ao.htm,AOXGN,Xangongo,,AO,7
https://service.unece.org/trade/locode/aq.htm,AQABA,Aboa,,AQ,9
https://service.unece.org/trade/locode/aq.htm,AQAMS,Amundsen-Scott,,AQ,9
https://service.unece.org/trade/locode/aq.htm,AQARC,Arctowski,,AQ,9
https://service.unece.org/trade/locode/aq.htm,AQART,Artigas,,AQ,9
https://service.unece.org/trade/locode/aq.htm,AQAPT,Arturo Prat,,AQ,9
https://service.unece.org/trade/locode/aq.htm,AQBEL,Belgrano II,,AQ,9
https://service.unece.org/trade/locode/aq.htm,AQBHN,Bellingshausen,,AQ,9
https://service.unece.org/trade/locode/aq.htm,AQCAS,Casey Station,,AQ,9
https://service.unece.org/trade/locode/aq.htm,AQCFZ,Comandante Ferraz,,AQ,9
https://service.unece.org/trade/locode/aq.htm,AQCON,Concordia,,AQ,9
https://service.unece.org/trade/locode/aq.htm,AQDAV,Davis Station,,AQ,9
https://service.unece.org/trade/locode/aq.htm,AQDMF,Dome Fuji,,AQ,9
https://service.unece.org/trade/locode/aq.htm,AQDRZ,Druzhnaya 4,,AQ,9
https://service.unece.org/trade/locode/aq.htm,AQDDU,Dumont d'Urville Station,,AQ,9
https://service.unece.org/trade/locode/aq.htm,AQESC,Escudero,,AQ,9
https://service.unece.org/trade/locode/aq.htm,AQESP,Esperanza,,AQ,9
https://service.unece.org/trade/locode/aq.htm,AQGDC,Gabriel de Castilla,,AQ,9
https://service.unece.org/trade/locode/aq.htm,AQOHG,General Bernardo O'higgins,,AQ,9
https://service.unece.org/trade/locode/aq.htm,AQGWL,Great Wall,,AQ,9
https://service.unece.org/trade/locode/aq.htm,AQHLY,Halley,,AQ,9
https://service.unece.org/trade/locode/aq.htm,AQJBS,Jang Bogo Station,,AQ,9
https://service.unece.org/trade/locode/aq.htm,AQJCP,Juan Carlos Primero,,AQ,9
https://service.unece.org/trade/locode/aq.htm,AQJUB,Jubany,,AQ,9
https://service.unece.org/trade/locode/aq.htm,AQKSG,King Sejong,,AQ,9
https://service.unece.org/trade/locode/aq.htm,AQKHN,Kohnen,,AQ,9
https://service.unece.org/trade/locode/aq.htm,AQLAW,Law Base,,AQ,9
https://service.unece.org/trade/locode/aq.htm,AQMTR,Maitri,,AQ,9
https://service.unece.org/trade/locode/aq.htm,AQMRB,Marambio,,AQ,9
https://service.unece.org/trade/locode/aq.htm,AQMZU,Mario Zucchelli,,AQ,9
https://service.unece.org/trade/locode/aq.htm,AQMAW,Mawson Station,,AQ,9
https://service.unece.org/trade/locode/aq.htm,AQMCM,McMurdo,,AQ,9
https://service.unece.org/trade/locode/aq.htm,AQMIR,Mirny,,AQ,9
https://service.unece.org/trade/locode/aq.htm,AQNEU,Neumayer,,AQ,9
https://service.unece.org/trade/locode/aq.htm,AQNOV,Novolazarevskaya,,AQ,9
https://service.unece.org/trade/locode/aq.htm,AQORC,Orcadas,,AQ,9
https://service.unece.org/trade/locode/aq.htm,AQPLM,Palmer,,AQ,9
https://service.unece.org/trade/locode/aq.htm,AQPFS,Port Foster,,AQ,9
https://service.unece.org/trade/locode/aq.htm,AQPRO,Progress,,AQ,9
https://service.unece.org/trade/locode/aq.htm,AQROT,Rothera,,AQ,9
https://service.unece.org/trade/locode/aq.htm,AQSMT,San MartÃ­n,,AQ,9
